City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
594,Campbell River,50.0163,-125.2446,51.33,98,90,1.01,CA,2021-11-03 20:45:45
595,Novikovo,51.1537,37.8879,49.48,92,100,10.11,RU,2021-11-03 20:46:45
596,Rawson,-43.3002,-65.1023,78.46,26,98,32.21,AR,2021-11-03 20:46:45
597,Enshi,30.3,109.4833,57.47,98,100,1.3,CN,2021-11-03 20:46:46
598,Toucheng,24.8592,121.8233,75.88,92,100,5.35,TW,2021-11-03 20:46:46
599,Acajutla,13.5928,-89.8275,93.54,62,65,4.5,SV,2021-11-03 20:46:46
600,Nikel,69.4128,30.222,39.38,98,100,17.22,RU,2021-11-03 20:46:46
601,Hirara,24.8,125.2833,74.25,64,46,13.38,JP,2021-11-03 20:46:47
602,Rassvet,46.8333,40.75,51.69,94,82,6.71,RU,2021-11-03 20:46:47
603,Gamba,-2.65,10.0,76.26,90,56,4.41,GA,2021-11-03 20:46:47
604,High Prairie,55.4334,-116.4858,47.32,41,100,4.5,CA,2021-11-03 20:46:48
605,Oksfjord,70.2396,22.3479,41.92,95,100,10.4,NO,2021-11-03 20:46:48
606,Kyenjojo,0.6328,30.6214,61.54,97,97,0.6,UG,2021-11-03 20:46:48
607,Zhengjiatun,43.5064,123.5064,39.47,88,2,6.17,CN,2021-11-03 20:46:49
608,Labrea,-7.2586,-64.7981,79.52,76,95,2.01,BR,2021-11-03 20:46:49
609,Kawalu,-7.3817,108.2082,72.1,98,93,0.67,ID,2021-11-03 20:46:49
610,Zhangzhou,24.5133,117.6556,72.14,88,97,0.78,CN,2021-11-03 20:46:49
611,Itarema,-2.9248,-39.9167,80.38,74,2,14.81,BR,2021-11-03 20:46:50
612,Moses Lake,47.1301,-119.2781,48.88,87,90,0.0,US,2021-11-03 20:46:50
613,Alta Floresta,-9.8756,-56.0861,80.29,71,92,4.7,BR,2021-11-03 20:46:50
614,Yatou,37.15,122.3833,53.55,76,0,5.68,CN,2021-11-03 20:46:51
615,Mitu,1.1983,-70.1733,81.01,80,94,2.91,CO,2021-11-03 20:46:51
616,Yulara,-25.2406,130.9889,69.64,94,100,5.75,AU,2021-11-03 20:46:51
617,Jasper,37.2001,-94.3502,53.65,55,90,0.0,US,2021-11-03 20:44:00
618,Najran,17.4924,44.1277,65.05,34,0,0.74,SA,2021-11-03 20:46:52
619,Sinop,41.7711,34.8709,55.17,85,93,6.71,TR,2021-11-03 20:46:52
620,Vasterhaninge,59.1167,18.1,47.55,91,100,8.9,SE,2021-11-03 20:46:52
621,Gravdal,68.1214,13.5031,46.08,100,40,2.3,NO,2021-11-03 20:46:53
622,Beringovskiy,63.05,179.3167,-0.35,84,4,9.15,RU,2021-11-03 20:46:53
623,Ormara,25.2088,64.6357,78.24,56,0,8.75,PK,2021-11-03 20:46:53
624,Poso,-1.3959,120.7524,76.12,88,80,4.79,ID,2021-11-03 20:46:54
625,Caravelas,-17.7125,-39.2481,76.03,86,46,7.94,BR,2021-11-03 20:46:54
626,Disna,55.568,28.1971,45.55,92,100,11.97,BY,2021-11-03 20:46:54
627,Lenine,45.2986,35.7771,54.72,91,91,4.79,UA,2021-11-03 20:46:55
628,Sawtell,-30.3833,153.1,66.22,83,90,9.22,AU,2021-11-03 20:46:55
629,Nueve De Julio,-35.4444,-60.8831,75.7,72,88,8.55,AR,2021-11-03 20:46:55
630,Kabompo,-13.5927,24.2008,66.9,73,84,3.31,ZM,2021-11-03 20:46:56
631,Mikuni,36.2171,136.1519,46.31,75,19,8.03,JP,2021-11-03 20:46:56
632,Ginir,7.1333,40.7,55.38,35,22,5.95,ET,2021-11-03 20:46:56
633,Nurota,40.5614,65.6886,48.29,54,86,9.35,UZ,2021-11-03 20:46:57
634,Kiunga,-6.1219,141.2906,72.28,99,94,1.7,PG,2021-11-03 20:46:57
635,Capaccio,40.4244,15.0809,66.06,95,97,8.1,IT,2021-11-03 20:46:57
636,Tabas,33.5959,56.9244,68.18,31,73,1.03,IR,2021-11-03 20:46:58
637,Port Macquarie,-31.4333,152.9167,63.9,71,93,9.42,AU,2021-11-03 20:46:49
638,Katangli,51.7102,143.2326,30.88,84,12,6.42,RU,2021-11-03 20:46:58
639,Talnakh,69.4865,88.3972,1.4,97,100,13.11,RU,2021-11-03 20:46:58
640,Santarem,-2.4431,-54.7083,87.93,66,20,6.91,BR,2021-11-03 20:46:38
641,Allapalli,19.4167,80.0667,69.31,94,96,1.83,IN,2021-11-03 20:46:59
642,Yenagoa,4.9247,6.2642,76.78,91,45,4.16,NG,2021-11-03 20:46:59
643,Carlsbad,33.1581,-117.3506,90.99,75,20,3.0,US,2021-11-03 20:47:59
644,Sakaraha,-22.9,44.5333,69.13,86,0,3.11,MG,2021-11-03 20:48:00
645,Bogashevo,56.3683,85.1447,-2.25,84,0,6.71,RU,2021-11-03 20:48:00
646,Nabire,-3.3667,135.4833,75.49,92,73,3.06,ID,2021-11-03 20:48:01
647,Coihaique,-45.5752,-72.0662,52.41,62,75,11.5,CL,2021-11-03 20:44:13
648,Sadiqabad,28.3062,70.1307,71.38,29,0,2.53,PK,2021-11-03 20:48:01
649,Colquechaca,-18.6667,-66.0167,48.0,39,55,11.86,BO,2021-11-03 20:48:02
650,Bitkine,11.9801,18.2138,85.42,21,15,4.07,TD,2021-11-03 20:48:03
651,Tres Arroyos,-38.3739,-60.2798,78.91,44,57,17.52,AR,2021-11-03 20:48:03
652,Krasnyy Chikoy,50.3643,108.7512,20.7,78,73,10.02,RU,2021-11-03 20:48:04
653,Moyale,3.5167,39.0584,70.21,62,22,3.36,KE,2021-11-03 20:48:04
654,Kapuskasing,49.4169,-82.4331,28.49,69,90,5.75,CA,2021-11-03 20:48:05
655,Jipijapa,-1.3333,-80.5833,76.5,63,85,6.31,EC,2021-11-03 20:48:05
656,Pedernales,18.0384,-71.744,83.34,68,54,2.1,DO,2021-11-03 20:48:05
657,Aklavik,68.2191,-135.0107,18.32,93,80,7.85,CA,2021-11-03 20:48:06
658,Kichmengskiy Gorodok,59.9816,45.7854,38.3,83,100,8.97,RU,2021-11-03 20:48:06
659,Raton,36.9034,-104.4391,57.81,42,75,10.36,US,2021-11-03 20:48:06
660,Redlands,34.0556,-117.1825,88.72,26,1,4.61,US,2021-11-03 20:48:07
661,Waipawa,-41.4122,175.5153,51.46,71,100,14.45,NZ,2021-11-03 20:48:07
662,Porto-Vecchio,41.591,9.2795,62.13,82,90,14.97,FR,2021-11-03 20:48:07
663,Tianpeng,30.9866,103.9393,55.87,86,95,1.21,CN,2021-11-03 20:48:08
664,Carutapera,-1.195,-46.02,80.02,78,100,7.0,BR,2021-11-03 20:48:08
665,Barcelos,41.5388,-8.6151,52.84,83,55,4.14,PT,2021-11-03 20:48:09
